actual,predicted
1352,1388.777606541438
1246,1381.6981842723442
1592,1228.7083170541246
1388,1792.0561987278309
1051,1321.3980308643463
1753,1192.3062179216772
1390,1227.7588851060787
1143,1446.8882313884762
1395,1498.2907482579592
2157,1703.476018338855
1432,1222.163618974707
1158,1496.2018376635028
807,1188.2844292044908
1593,1615.971081299725
1395,1280.61871733949
1742,1592.1151759840523
1563,1985.8405927668011
988,1357.0050415852995
1721,1360.196900730156
1579,1684.0708978734256
1520,1287.7413120641882
820,1655.8037767230555
2034,1655.9073097761488
1563,1347.650951743361
2092,1748.574123938965
1909,1814.9496852879906
1499,1336.0264456986654
1577,1727.2439078301054
1632,1427.5164052175655
2221,1761.7051060766876
2171,1632.6378847938927
1761,1690.3606641732065
1845,1708.9307231752387
1974,1583.366702903219
1711,1196.3750228475474
1754,1331.2370669251789
1378,1506.5812218275212
1824,1669.2691970394624
1771,1608.432819695928
1727,1539.288050172041
1177,1134.6687463646435
1549,1573.4992374186995
1839,1291.3993125694362
1616,1613.2122019543638
1823,1635.8175918781694
1471,1220.3682537432421
1732,1541.5286112077297
1816,1521.6102798637767
1677,1834.4131861314252
2057,1132.6986592312473
1515,1243.5557985531882
2001,1614.0330843403806
1817,1515.804626404582
1145,1654.0630989542815
1735,1552.2553927864928
1721,1339.1753449249645
1699,1397.7403628114644
1941,1473.9825069134931
1926,1286.407675831339
1391,1335.6196597033245
1068,1028.0963722443823
789,1030.6841576736897
1904,1146.7206595251503
1219,1465.3792577681545
820,1615.679793827421
1803,1452.2276224175632
1766,1357.3780493108814
1660,1723.9348599229272
1458,1422.9300524246794
1522,1581.7847492015958
1405,1415.7398308496724
1738,1206.6099268258013
1882,1563.449232116882
2173,1616.0402387931804
1678,1525.3643597204575
1044,970.4827242304546
1580,1466.5097666166425
2117,1659.042906611843
1004,1553.640680850971
1243,1508.0244466379872
612,1386.6835105656482
1585,1394.3543109472123
1961,1494.5907263550712
897,1367.46053314133
1545,1548.2312123483482
1348,1059.9746365902047
1635,1585.8662278569793
2790,1375.8683907512104
2320,1642.5361328628408
1885,1666.893143266508
1425,1555.8076494145016
943,1168.2574063253928
1249,1330.1224310884638
1998,1863.8715159281642
988,1495.1823187275763
1597,1524.377832532826
973,1564.9964033525057
1865,1565.4325156105215
1558,1722.959435613031
1410,1557.2680417006866
1581,1863.164554276461
490,1237.5925885932218
1138,1282.8155692399557
1522,1229.950336754323
1115,998.6637920055684
1476,1517.6991713288628
1762,1658.2890439865187
914,1233.3029644714318
1651,1318.6977134465837
2109,1694.4247807369484
1180,1238.304740731989
1232,1568.5610799543404
1705,1637.580749509533
1385,1449.1182117889202
1842,1775.5884939659388
1274,1626.9555292802659
1373,1740.067028794021
2040,1854.3329895719955
1448,1147.8852696108079
615,1167.575207119273
1400,1378.723246252801
1552,1531.3470936965045
1538,1423.8145182202807
2113,1627.2529851340057
1691,1692.126409755477
967,1144.8436166803708
2096,1899.2832853771583
1945,1354.8635507951358
918,1414.900268012967
1877,1689.052490604864
1875,1517.8209651314094
1224,1261.3901230301562
760,1092.0201806746518
1876,1558.8882674051006
1832,1654.0326946899918
1182,1212.803287005795
1977,1177.5354749329608
1094,984.6186571081165
1062,1317.678007866103
1025,1449.123142247303
1181,1590.5434422833798
1383,1607.7998425196981
1245,1568.1077031180337
2129,1339.5784826367053
1710,1652.5646494824136
1385,1333.0397081418273
1633,1670.469360067524
734,1365.7535708193896
1500,1735.5892177863134
1875,1593.4444996332716
1512,1820.9499762675903
1675,1479.4744350740505
1352,1911.598843835673
1212,1282.2039818751641
1242,1661.0398442534859
1574,1621.7914859386567
1388,1350.9863304890414
1900,1177.651643853614
1245,1787.8536616062868
1400,1143.3209869223879
1257,1304.873856760658
1273,1682.04151069917
1237,1422.059201891812
1375,1268.7734373283472
1856,1707.3220651617837
1611,1607.3451197257598
1266,1532.5788822686445
1811,1698.309568392282
2112,1792.0419432451629
1480,1446.3118797232476
1190,1464.583253693248
1313,1557.493054892084
713,1155.522915930735
996,1227.4798571668605
1237,1369.717901588007
995,1352.1277314022323
1197,1381.909101190999
1514,1347.7954085125248
1591,1711.4918068282764
1207,1443.8322930113452
1398,1588.4568161829848
1030,1479.728672687449
1207,1289.6761010679209
1123,1809.5252768501339
1528,1525.4389441095136
1081,1107.9455538416266
1050,1201.988038958814
1238,1397.894540158515
1780,1394.1808047959696
1542,1823.202804941042
1232,1179.5981343762187
1298,1459.9037337021148
1971,1766.651002725148
1823,1676.174940552914
1819,1633.9471990741772
1430,1200.1158306156337
1150,1341.2282889975813
864,1377.613698571624
1869,1748.192589854566
937,1449.9831555740238
602,937.8719626448295
1332,1723.1074764171863
1457,1481.6409220112882
1880,1692.807045536622
768,1112.8520857950225
1855,1560.2466636697307
1673,1531.755642931816
1070,1227.274529513428
2014,1681.3982804680918
1400,901.76266632562
1500,1538.924152311396
1837,1274.8855838437073
1220,1174.9203775493388
1665,1655.1780489917603
966,1044.9010919065145
1132,1460.0457056228443
2061,1873.6186356591047
1516,1506.3303420206148
1475,1646.6271505016357
1126,1941.8392180390751
1228,1401.8259116685558
1618,1632.4377857791862
1439,1901.8042103181024
1566,1555.205151954733
1367,1383.0489920372916
1887,1505.4442689908353
963,1357.4230468646842
1878,1601.316925638349
1469,1234.45610202884
1667,1625.5047738502187
2080,1592.51577211735
1930,1789.2980681181944
1409,1448.743775805176
1147,1299.3715215886193
586,1125.5743493814782
1009,1251.4287281928127
1173,1106.4541520060966
1891,1643.7934936764996
1645,1834.8166129694062
1621,1280.848668700391
1704,1692.3065686182129
1653,1658.506145400122
1990,1896.8170505867693
1653,1533.3733712144908
1239,1324.833003027978
1737,1314.0168764118137
812,1189.9575934201673
1648,1676.1341837157768
1287,1187.9109853964692
1395,1518.3966945765296
2091,1832.698601868458
2053,2043.9627546319955
2171,1857.5546317106284
1842,1645.8441940668067
1758,1742.9521377875287
1179,1210.8662588511393
1882,1349.3989405864186
1741,1649.034467544327
2423,1739.8473802628896
1234,1465.967100017843
967,1454.662322516929
1529,1343.006741055765
1962,1367.5832142803747
1527,1322.6941687522356
1355,1480.7178916036914
1880,1590.4274836030577
1473,1651.25398199718
1157,1347.5377763480587
1665,1575.399898094389
1109,1218.2581005776237
1260,1386.03496895275
1168,1344.231087817222
1706,1534.0383944469663
1883,1685.6690984867755
1385,1406.807382786041
854,1242.876268469068
1421,1423.6857742143052
1636,1521.7897510513262
